61100,ΚΙΛΚΙΣ & ΝΕΑ ΣΑΝΤΑ,40.9937071,22.8753674,239,54655
62121,ΣΕΡΡΕΣ,41.090923,23.5413198,240,55131
62122,ΣΕΡΡΕΣ,41.090923,23.5413198,241,55132
62123,ΣΕΡΡΕΣ,41.0889468,23.5455746,242,55133
62124,ΣΕΡΡΕΣ,41.090923,23.5413198,243,55134
65201,ΚΑΒΑΛΑ,40.937607,24.412866,244,55135
65302,ΚΑΒΑΛΑ,40.937607,24.412866,245,55236
65403,ΚΑΒΑΛΑ,40.935216,24.3995818,246,55337
65404,ΚΑΒΑΛΑ,40.937607,24.412866,247,55534
68200,ΟΡΕΣΤΙΑΔΑ,41.5014015,26.5310803,251,55535
68300,ΔΙΔΥΜΟΤΕΙΧΟ,41.3476492,26.4956372,252,56429
72100,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,35.1899597,25.7164166,255,56625
72200,ΙΕΡΑΠΕΤΡΑ,35.0118955,25.7407452,256,57008
72300,ΣΗΤΕΙΑ,35.2086503,26.1052329,257,57013
73131,ΧΑΝΙΑ,35.512272,24.0039591,258,57019
73132,ΧΑΝΙΑ,35.5169936,24.0241223,259,57021
73133,ΧΑΝΙΑ,35.5167968,24.0416508,260,57400
73134,ΧΑΝΙΑ,35.5079351,24.0247558,261,57500
73135,ΧΑΝΙΑ,35.5115215,24.0188242,262,58100
73136,ΧΑΝΙΑ,35.5119909,24.014972,263,58200
83100,ΣΑΜΟΣ,37.7559533,26.9761997,271,59200
84200,ΤΗΝΟΣ,37.5393136,25.1598231,272,60132
85101,ΙΑΛΥΣΟΣ,36.4126577,28.1554071,273,60133
85104,ΚΡΕΜΑΣΤΗ,36.4104187,28.1198084,274,60134
10021,ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ,37.974511,23.7330711,#N/A,61100
10431,ΠΛΑΤΕΙΑ ΟΜΟΝΟΙΑΣ ΑΘΗΝΑ,37.9844383,23.7281172,#N/A,62121
10432,ΠΛΑΤΕΙΑ ΒΑΘΗΣ ΠΛΑΤΕΙΑ ΒΙΚΤΩΡΙΑ,37.9872442,23.7263731,#N/A,62122
10433,ΠΟΛΥΤΕΧΝΕΙΟ ΑΘΗΝΑ,37.9783811,23.7805126,#N/A,62123
10434,ΠΛΑΤΕΙΑ ΒΙΚΤΩΡΙΑΣ ΑΘΗΝΑ,37.9934691,23.7275065,#N/A,62124
10435,ΜΕΤΑΞΟΥΡΓΕΙΟ ΑΘΗΝΑ,37.9842815,23.7177254,#N/A,65201
10436,ΠΛΑΤΕΙΑ ΟΜΟΝΟΙΑΣ,37.9844383,23.7281172,#N/A,65302
10437,ΠΛΑΤΕΙΑ ΟΜΟΝΟΙΑΣ,37.9844383,23.7281172,#N/A,65403
10438,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,39.2985317,22.3844827,#N/A,65404
10439,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,39.2985317,22.3844827,#N/A,66131
10440,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,39.2985317,22.3844827,#N/A,66132
10441,ΚΟΛΩΝΟΣ,38.2280667,21.7632893,#N/A,66133
10442,ΚΟΛΩΝΟΣ,38.2280667,21.7632893,#N/A,68200
10447,ΑΘΗΝΑ ΒΟΤΑΝΙΚΟΣ,37.9823979,23.6940037,#N/A,68300
10551,ΠΛΑΤΕΙΑ ΚΛΑΥΘΜΩΝΟΣ,37.9816306,23.7281396,#N/A,69132
10552,ΠΛΑΤΕΙΑ ΟΜΟΝΟΙΑ ΜΟΝΑΣΤΗΡΑ,37.9844383,23.7281172,#N/A,69133
10553,ΚΕΡΑΜΕΙΚΟΣ ΑΘΗΝΑ,37.9782036,23.7189366,#N/A,72100
10554,ΨΥΡΡΗ ΑΘΗΝΑ,37.9787307,23.7246486,#N/A,72200
10555,ΜΟΝΑΣΤΗΡΑΚΙ,37.9768364,23.7157623,#N/A,72300
10556,ΠΛΑΤΕΙΑ ΜΗΤΡΟΠΟΛΕΩΣ,34.9217445,33.6240247,#N/A,73131
10557,ΠΛΑΤΕΙΑ ΣΥΝΤΑΓΜΑΤΟΣ,37.9755042,23.7326761,#N/A,73132
10558,ΠΛΑΚΑ ΘΗΣΕΙΟ,37.9770312,23.7223758,#N/A,73133
